,Reviews,Sentiment
185,"<div class=""text show-more__control"">James Cameron's Titanic was one of the most eye-pleasing films I have ever seen. The effects were wonderful and the actors were pleasing to the eye. The main problem was the script, which I found to be trite. Some of the writing was so horrible that it ruined the movie. This movie could have been silent and have been four times as good.</div>",Negative
186,"<div class=""text show-more__control"">...but ergh! Too frilly and mushy for me, I must stress that me, ,for me! I have been interested in the Titanic ever since I was a young boy, but everyone skitted me for it and said it was sad. But now, it is the only thing to talk about, and if you have not seen it you are some kind of pariah and freak. The special effects were the best we can do at this time (Wait 'till you see Star Wars though!) and the acting was OK, but the story was a disgrace. Portraying the ship's first officer as a murderous villain is a travesty! He was actually one of the few crew members who knew what was going on after the captain went barmy. The mass of hype is a bit sickening and people going to see it 13 times or more need help, the most I have watched a movie is 25 times and that's over a period of 14 years! A good try, but not deserving of all the Oscars it received. I come from Liverpool, where the Titanic was registered, and I know that this great ship holds a special place in many Scouser's hearts, but let's have a film that tells the truth!</div>",Negative
187,"<div class=""text show-more__control"">This is one of the most overrated movies of all time. I didn't find a single reason to love it.<br/><br/>It's long, boring and ends in a pathetic way. Those who say the ship- wrecking scene is great in terms of visuals need to watch 2001: A Space Odyssey which has much better visuals than this movie and was made in 1968 (its a sci-fi about space).<br/><br/>This is a complete waste of time. It's way too long. It's so boring. It's a bad love story. There are no great visuals as people say. The fanboys are worst. Cameron is a great director but sorry this movie sucks. I wasted my 3 hours on this piece of garbage.</div>",Negative
188,"<div class=""text show-more__control"">We waited until it was on video to watch it, suspecting, rightly, that the stars would be agonizing and the story ridiculous, and it was a relief to be able to fast forward through the silly parts. But the visual detail of the ship was impressive; in fact, we thought it was a shame the ship couldn't have been the star.  What a movie they could have made centered around the physicality of the ship, its size and power, its ultiimate demise, perhaps using the ship's officers and crew in multiple, interlocking stories.</div>",Negative
189,"<div class=""text show-more__control"">Titanic features one of the worst screenplays ever perpetrated on the moviegoing public.  Unbelievable one-dimensional characters (is the Billy Zane character a joke or what?), banal dialogue, and not an ounce of believable romance in the love scenes.  I found myself bored and waiting for people to die.  Titanic plays like a dark version of the Love Boat.  How can the Academy award it ""Best Picture"" when it didn't even receive a best screenplay award?  And when Kenneth Turan of the L.A. Times pointed out how poor the screenplay was, James Cameron threw an infantile tantrum and tried to get Turan fired.   Decades from now, Hollywood will be embarrassed that they ever honored this live-action cartoon.  But hey, until then, the special effects were nice.</div>",Negative
190,"<div class=""text show-more__control"">Too bad about the cheesy special effects- at least the storyline and acting were good. I firmly believe this film winning best film is the most unjust occurrence at the academy awards, along with CITIZEN KANE not winning best picture, and Marlon Brando for best actor in A STREETCAR NAMED DESIRE. The screenplay and the acting are the most important aspects of any film, and since Titanic was deficient in both areas it should not have received the honour of best film. Granted, the special effects are wonderous and should be honoured, but as a whole the film was not a masterpiece, it did not inspire, and they took far too long to die. There were far better films in 1997, due to their superior screenplay and acting talent, but they were snubbed because of this. It really makes one question the credibility of the academy.</div>",Negative
191,"<div class=""text show-more__control"">This movie is so so overrated. It boggles my mind how this piece of garbage was voted best picture over LA Confidential in 97. The acting in this film is beyond poor, with Billy Zane, yes BILLY ZANE giving the only decent piece of acting in this movie. This movie is comparable to Pearl Harbor, in where we have a historic event get skewed by some sappy, bogus love story about a misunderstood painter. I was surprised and jubilant to find that this movie is out of the top 250 on IMDb as voted by it's users. Thankfully, many other educated users agree with me here.<br/><br/>In closing, do not waste your time on this film if you enjoy any realistic movie-making. James Cameron should stick to The Terminator. 2/10</div>",Negative
192,"<div class=""text show-more__control"">I may not make myself popular with this statement but I hate Titanic. One reason is that it is far too long for a Hollywood movie. It spends most of its time waffling on and on and on. I went to see it in the cinema when it released it 97, it didn't impress me then it doesn't impress me now. I have liked James Cameron's previous work like Terminator and True lies but he has really disappointed this time around.<br/><br/>Now onto the good points. The last scene was so moving and the song My heart will go on is one of my favourites. Leonardo Di Caprio and Kate Winslet were very good in their roles. I feel that it should have been made like a documentary rather than a standard 90's disaster movie. On the other hand there are millions of titanic fans and I have been known to have unusual tastes in movies. Go and see it and decide for yourself</div>",Negative
193,"<div class=""text show-more__control"">Much has been made of director James Cameron's attention to detail. Ironically, Leonardo Dicaprio seems incredibly 90's in his demeanor and appearance.  Additionally, his hand is perfectly manicured and ages some 20 years when he sketches Kate Winslet later in the film.  The story line is borrowed from ""For Whom the Bell Tolls""; and, the effects are only okay. Low budget genius like John Carpenter and Able Ferera could have made this film much better with a fraction of the budget.  I can't believe this film was showered in awards; perhaps, some of the titanic budget was used as bribe money.</div>",Negative
194,"<div class=""text show-more__control"">Pure glop. Wooden acting. Astonishingly unconvincing characters. Boring, generic music (descending to banality in the case of ""My Heart Will Go On""). Good sets and effects (no surprise, considering how much money was spent on them). Overall, the cinematic equivalent of a Big Mac, but even more tasteless.<br/><br/>The first time I watched ""Titanic,"" I lasted 20 minutes. ""I'm going upstairs to read,"" I told my wife. ""Call me when it starts to sink."" The sinking was lots of fun (that, and the effects, are why I rate it a 2 instead of a 1), but not enough to counteract three hours of turgid, sentimental ooze. If the film had BEGUN with the sinking scene, it would rate a 10.<br/><br/>I did watch it again, in its entirety, and that's three and a quarter hours of my life that I will never get back.</div>",Negative
195,"<div class=""text show-more__control"">I wasted 3 hours of my life watching this pap and i want them back. bad acting too a bad script with a bad soundtrack smeared on top why? the money they spent making this pooh could have been better spent ending world hunger/poverty which it probably would have done 3x over so why? why? why?????????????? bottom line piece of sh*t this movie is a piece of sh*t!!<br/><br/>One day I had a crap and it was ultimately more enjoyable than this utter excrement, it also sunk like a ship hitting an iceberg.<br/><br/>Also, Kermit the Frog would have been better cast in the role Leanardo De CRAPrEEEOOO played and Ms Piggy could just as well have played the part Kate Winslet portrayed.</div>",Negative
196,"<div class=""text show-more__control"">Having read real accounts of the Titanic disaster from eyewitnesses, as in Walter Lord's stellar book A Night to Remember, I can only laugh at how ludicrous James Cameron's rendition of this historical event was. All for sensationalism and turned into a mega-soap opera. Focusing on the plight of two 1990's teenagers decked out in costumes as if they inhabited 1912 but nobody was fooled. The whole thing was ludicrous as they slogged their way for hours in freezing ocean water in soaked clothing, ending up in the ocean of course -- but only she was saved. The only good part of this movie ""disaster"" was the first few minutes where they showed the salvage operation on the real Titanic.</div>",Negative
197,"<div class=""text show-more__control"">Best film ever, most certainly not. Best film of 1997, again not in with a chance. I have to report that while watching ""Titanic"" I found myself being totally bored by the stereotypical charecters, i.e Snobbish English, Battleaxe American. Cameron has also reeled out loads of cliches and made them 10 times more boring. There is also an undertone of class struggle which is direly executed. As for ""Titanic"" being called a love story, that could never be said as there was no chemistry between the two leads and to me no feelings of love came across (James try watching other Oscar nominee As Good As It Gets for a decent love story). As for the tragedy that was Titanic in the film I did not feel as though the tragedy was fully put across and I left actually feeling numb from this glamourised dross. How this truly terrible film managed to get the Best Film Oscar is beyond me (As Good As It Gets a much better and beautiful film) and how Cameron got the Best Director award is unbelievable although is unsurprising when people like Martin Scorsese do not get an Oscar for films such as Raging Bull, Goodfellas and Mean Streets.</div>",Negative
198,"<div class=""text show-more__control"">Special effects junkies may get something out of this film, but I found it long, very boring and totally unmoving.  The characters in general were shallow and one-dimensional;  none of the main characters were in the slightest bit likeable, and the film's potential was ruined by the extremely silly and totally fabricated central story of the ""upstairs/downstairs"" romance between Di Caprio and Winslett.  This totally implausible bit of the plot succeeds in turning this tale of a terrible human tragedy into just another trite Hollywoodisation in which only beautiful people and thwarted love count for much.  Such a shame - given the dreadful, tragic setting (which, let's face it, really did happen), it could have been a good film.......</div>",Negative
199,"<div class=""text show-more__control"">I try to watch this movie, i really do.  I've tried to watch it six times. Each time, i fall asleep because of its pro-longed story line.  Yes we know they love each other but i think they could have done the movie in three hours!</div>",Negative
200,"<div class=""text show-more__control"">This film insults the intelligence of the viewer. Set both in the present day and, more obviously, in the past, the movie somehow manages to fall into the trap of over sentimentalising in both time periods. Worse however are the shocking amount of cliches that litter this film. Take for instance the 'nerdy' computer programmer who forgets that he is being insensitive to the survivor of the Titanic when he re-creates the accident on his PC. 'Saved By The Bell' had more subtle moral storytelling than this so- called film. If special effects, no realistic characterisation (or accents), and a poor script are your ideas of fun then watch it. Otherwise don't touch it with a barge pole.</div>",Negative
201,"<div class=""text show-more__control"">i hated this movie.  i will be honest.  i wanted to like it because james camaron is sooo cool. (true lies is one of my favorite movies!)  i gave this movie a three.  the script was horrible.  i was dying of laughter right there in the theater in front of all the teary eyed girls, i mean the girl next to me was actually crying (her-""oh not leo!"" me-""excuse me, i am trying to nap here!"")  it took like a whole day the watch the borefest. 5 hours of crap before the iceberg hit.  then when the boat crunched and cracked that was pretty good.  the best part of the movie takes about a nanosecond.  that is when some guy falls and like hits his head on a boat propeller and starts twirling around.  i was rolling with laughter.  other than that....zzzzz.  and the crap with that old chick was played out!  who cares about these uninteresting people?  i wanted them to crash into the iceberg and then have polar bears leap out onto the deck and start mauling people.  then arnold would show up (because this is james camaron) and like take no prisoners or something.  i don't know...anything to end my suffering.</div>",Negative
202,"<div class=""text show-more__control"">The ultimate chick flick that is disguised by giving some nudity. The acting is so so. Dicaprio tried to save the movie for us guys but the plot was too weak for us dudes. Love stories can only do so much for the male department. However, even the background characters look good. The costumes were well done to look like 1912. Still the plot wasn't there. The actual sinking surprised me to death. Didn't see that one coming. Basically Romeo and Juliet on the Titanic except that was a good story. Dicaprio showed a few flashes of brilliance but that wasn't enough to save the three hours of nothing. The only thing that is worse than this film is how sadly overrated it was. A lot of good movies came out in the nineties and some of them deserve a second look. This one however doesn't. It's replay value is extremely poor and no guy I know would want to watch the whole thing more than once. A real boring film.</div>",Negative
203,"<div class=""text show-more__control"">Yuck.  Normally, I can lose myself in a movie, at least the first time...but I found myself picking apart this overlong bucket of drivel before I got halfway through.  Only a very good performance by Winslett, as well as a surprisingly decent DiCaprio performance, is keeping me from rating this movie 3/10....because all of the other ""acting"" in this waste of celluloid is horrific.  The special effects are okay, the soundtrack is good (well, at least until Celine Dion opens her mouth)....but this picture had about as much business as ""Ghost"" in getting nominated for (much less winning) a Best Picture Oscar.<br/><br/>5/10</div>",Negative
204,"<div class=""text show-more__control"">Despite having excellent special effects there was something definitely wrong with Titanic. Its script was mediocre at best though some good acting did break through. However, in my opinion it had one major fault -IT WAS ANTI-BRITISH.Nowadays people don't seem to care about Hollywood insults to their country but signs of this prejudice appear in the film. For instance all of the British are portrayed as upper-class twits, cowards, etc who bumbled into this in the first place. The Irish appear as being oppressed and the Americans and Irish are all the heroes. It was also a fact that First Officer Murdoch didn't act in that way (and the makers had to apologise to the town and famly where he lived) So when is Hollywood going to end these films which attack the British evidently or subtley?</div>",Negative
205,"<div class=""text show-more__control"">One of the worst movies I have ever seen. I put 4 only because it is one of the blockbusters and it has some effects, also some not so bad acting. First thing I hate about this movie it is too long. Second thing is its not romantic, it is over any limits and really not touching at all. Another thing is the music I hate, awful really, I believe Canadians have many better things... We watched it with a friend and the only moment we liked was really when Leonardo dived never to appear again. If you watch only this movie you will hate him, but I give him the credit for other movies. As one here said I love to hate it, yes and most of the people I know hate it. This is a really awful production , an example of what you can make with lots of money and no feelings and brains at all.</div>",Negative
206,"<div class=""text show-more__control"">Reading through the comments I see alot of people saying stuff like ""I wanted to see a ship sink, so shallow characters did not matter."" Come on people, sitting through 2 hours of poor dialog just to see 10 minutes of nice special effects is no excuse for giving this movie anything more then a rating of 2 or 3 (4 if you are generous). A movie should be judged on the sum of all of its components. While the special effects in this movie would warrant an 8 or 9, the characters sucked, the plot was quite lame, and the movie was slow up until the boat sank. I regret wasting 2 hours of my life on this movie, and wish that I could have walked in on the last 10 minutes, rather then sat through it. The things men do for our girlfriends...</div>",Negative
207,"<div class=""text show-more__control"">This is a film which relies entirely on the fact that it is about something very sad that really happened.  If the Titanic didn't really sink, everyone would see how poor an attempt at a film this is.  The script is laughable. It is obvious that much more time went into the authenticity of the cutlery and so on than the characters.  James Cameron did not deserve an award for this.</div>",Negative
208,"<div class=""text show-more__control"">This movie really sucks... ! It is very predictable and the story is not that great. Kate Winslet is a great actress and she is also the only good thing in this movie. Leonardo makes a really bad role even worse. The music is okay and the scenery is... okay. If you see this movie once- it's enough!</div>",Negative
209,"<div class=""text show-more__control"">Titanic would have made for a perfectly acceptable hour-and-a-half film. The set design and costuming - all the period details, really - were fantastic, and the plot, albeit formulaic, at least held to Hollywood's general standard of mediocrity, and no worse than that. But where is it written that the length of a movie has to be relatively commeasurate to the vessel on which it is set? What this movie needed was a good editing - preferably by an editor armed with a chainsaw. Instead of settling for a passable 5-star, yea, even enjoyable 6-star historical romance, they shot for the moon - and produced an exercise in tedium and self-indulgence. I find it most noteworthy for the fact that it is the only movie in film history that ever managed to make me root for an iceberg. An unusual sensation, and no mean feat.</div>",Negative
210,"<div class=""text show-more__control"">What a travesty of justice. Any movie that this one was up against in '97 was better. The real crime was L.A. Confidential not winning. This movie sucks. If anything it showed that Mr. Cameron could organize lots of people. Nothing more than that. Predictable. Bad acting. Boring story line. Wasted dollars. Even Good Will Hunting was better than this piece of trite filth. ""The Full Monty"" was better than ""Titanic."" I would challenge anyone to dispute this fact, I can easily dispel any non beleivers. I haven't watched the Oscars since this terrible evil happened. I mean if you want to watch a good ocean going movie try ""Master and Comander.""</div>",Negative
211,"<div class=""text show-more__control"">According to me, this film is a total disaster. Not only because of the naive and cheesy dialogs but also for bad acting and for wasting people's money and thought into this unrealistic middleclassy ""romantic"" drama. 11 Oscars and tons of other nominations for what? What were these people thinking about? If this film is so great, how come 82000 IMDb users think it is below average?<br/><br/>Is it because ""20th Century Fox"" knew that all the time spent on lowering the viewers standards and ideals, finally would pay off? I do not know. But something that I do know is that almost everyone that likes this film are totally uneducated in life and the art of projecting it in on a filmscreen.</div>",Negative
212,"<div class=""text show-more__control"">Definetly not one of the best movies ever. Two hours and nothing happens</div>",Negative
213,"<div class=""text show-more__control"">This was a really difficult movie and not for your average movie goer. I'm surprised it's had the success it's had at the box office because this movie is a thinker. I thought this was suppose to re-imagine what 3D in the movies would be like, with new worlds with animals flying and blue people connected to everything. I missed all of that. All this is is about the boat Titanic and I didn't finish it but it seems like it was just an excuse to look at Leo and Kate kiss each other. Nice soundtrack through.</div>",Negative
214,"<div class=""text show-more__control"">Garbage film. Leo's career will never be the same. Absolute tripe.</div>",Negative
215,"<div class=""text show-more__control"">Like I said not a bad movie but I just couldn't wait for the ship to sink</div>",Negative
216,"<div class=""text show-more__control"">If you cut out the first two hours you might have a decent movie here, but most of the movie is wasted on the stupid love story and not on the true facts of what actually did happen on that night. The special effects of the ship were excellent, too bad it was wasted on a bad story.</div>",Negative
217,"<div class=""text show-more__control"">I have only one thing to comment: Titanic got down in 1912, russians reached it in 1992 or 1993 (the new russian flag on the craft was adopted in 1992). So, what should be the age of Rose DeWitt Bukater? 107 as minimum!!!<br/><br/>It is dangerous to go so deep at this age, mom!</div>",Negative
218,"<div class=""text show-more__control"">What disturbs me the most about ""Titanic"", that in the minds of millions of people, the tragedy of the eponymous ocean liner will be forever replaced with a fictional romantic story of a British girl and a American boy. Did the film make you actually care about 1500 passengers who died in the crash? Very unlikely. We're supposed to mourn the girl's lost lover instead. 1958's ""A Night to Remember"" offered both the more historically accurate account of the event and the human drama behind it. Along with ""Schindler's List"" and ""Saving Private Ryan"", ""Titanic"" is a sad example of how the actual history is being replaced by Hollywood's fictionalized versions of it. Dream factory, indeed.</div>",Negative
219,"<div class=""text show-more__control"">Lack-luster script and bad performances sink the Titanic in this  visually beautiful but stupid epic. Tank Girl is still the best movie of all time.</div>",Negative
220,"<div class=""text show-more__control"">It's a decent movie.  But it was all hype.  The two most hyped parts of this film, Kate Winslet and Leonardo DiCaprio were the two worst actors in the movies.  Billy Zane and Bill Paxton were surperb, but they didn't get nearly enough screen time.  Anyway, if you see this movie, expect to both hate and love the bad guy, which is what a makes a good movie great.  The rest of the acting (excluding Victor Garber and Bernard Hill) was weak. Overall, it deserves a 3.  Sorry, girls.</div>",Negative
221,"<div class=""text show-more__control"">Annoying, cloying script. I don't think I could ever stomach seeing this movie again. The characters and script seem to have been based on a comic book. The cinematography is pretty good, though. Watch it with the sound off.</div>",Negative
222,"<div class=""text show-more__control"">This movie had a lot of eye catching effects.  It could be quite fascinating...for a minute.  Cameron would knock you out with some stunning image, and then throw cold water on the proceedings with his goofy, tired, ordinary, teen-aged love story.  A pathetic waste.  I may have been too generous with my three star rating.</div>",Negative
223,"<div class=""text show-more__control"">I try to like the movie, I really tried, I watched it as least 3 times. I just can't find myself liking it. I just don't find it a as a great movie that can win 11 nomination. I mean I like the Gone with wind, Froset Gump and Saving Pivate Ryan...etc But Titianic? Man, it's not touchy to me as to some of you girls. I guess I'm just not compassion enough. It meanly became popular because of the media advertisement and all the positive review. I think the movie only attracts woman to see it because of love story. Guys go to see simply because Kate Winslet was totally naked in it. The digital effect? It's not like mind blowing or anything, it's only a film set that fills with water and sunk a big prop ship. Jesus, how could that be the ""Best visual effect""</div>",Negative
224,"<div class=""text show-more__control"">I thought this movie was tremendously overrated. Considering the talent involved, it should have been a lot better. First of all, the movie went on way too long and although both great actors, DiCaprio and Winslett didn't match well together. In the kissing scenes I felt like I was watching a boy make out with his mother. I read somewhere that the Kate Winslett role was originally offered to Renee Zellweger, but that wouldn't have mattered because the entire movie was one big yawn. There were a few good scenes, but this movie should have only been an hour and a half to an hour and three quarters, not nearly three hours long. I also thought the lighting was really bad and the ship looked really fake in the water scenes. I am sure I am in the minority on this, but I would rather watch paint dry and listen to music than sit thought this entire movie again.</div>",Negative
225,"<div class=""text show-more__control"">I don't really like this movie. I think it's fine and all, but it is very over-hyped. How it beat out 'Good Will Hunting' for best picture, one will never know. It is so very boring. I don't care for Gloria Stuart's character, although I think she plays her very well. I don't care about the old, boring people looking for the jewels, I just want to see the boat sink, just like everyone else. It is directed very badly, and how James Cameron won best director is a mystery to me, and many other people too. Kate Winslet did a lack-luster job, and that is hard for me to say, seeing as I adore her in everything else she is in. I think that it was a bad film and that it shouldn't have won any of the awards it did, because it was not good at all. Big budget doesn't necessarily mean big hit. In this case, it means big dumb movie.</div>",Negative
226,"<div class=""text show-more__control"">This film was over-hyped, and as a result made much less impression on me. I found the heavily revisionist element wearisome at best, disgraceful at worst. The acting is good, but the animation / graphics are poor.</div>",Negative
227,"<div class=""text show-more__control"">I have seen ""Titanic"" twice.  From the beginning, it has promise, but the promise fades away when the upper-class passengers are all depicted as cold-hearted, selfish villains with little or no humanity at all.  The ""villains"" are too cartoonish to be real, much less entertaining.  Especially in the cases of ""Cal"" and ""Mr. Lovejoy"", who are even psychopathic!  We know right off that the girl's fiancee is someone to root against because 1) she has to end up with Leo, so she cannot be allowed to desire this man; 2) he is arrogant enough to put half of Hollywood to shame; 3) with his lines ""God himself could not sink this ship"" and ""Picasso: he won't amount to anything; trust me, he won't"" we know that he is an idiot, and a waste of her time.  The special effects were outstanding, but I can't help thinking that if only the movie had depended more on good writing than the hearthrob factor, that it would have been a much better movie.</div>",Negative
228,"<div class=""text show-more__control"">It is insulting to think that this film was well-received. I guess it would be tragic if a film this well shot and expensive was turned down. Think about it, for one, Leonardo DiCaprio, as usual, delivers a crappy performance that is almost laughable, and so does Kate Winslet and the other people in the cast. Secondly, there is no great story- it is just a love story in the midst of an event that everyone knows about. Thirdly, the only reason it won Best Picture at the Oscars was because of the ending which is often mocked in commercials and the main song which is recognizable to anyone. The only reason it was a Box Office success was because it's the Titanic! It is a major event- no one was looking for a love story! Nothing goes for this movie except special effects and a nice song- PATHETIC!</div>",Negative
229,"<div class=""text show-more__control"">Now that the hype is over, this movie shows itself as the ho-hum affair it is.  The special effects can't make up for ordinary script and acting.  It may have been a tour de force to create it, but the overall result is a run of the mill Hollywood movie.</div>",Negative
230,"<div class=""text show-more__control"">Not the greatest film of all time but then again not the worse. Titanic is, at best, an average movie which contains some pretty impressive special effects. The story however is not believable and neither are the characters. It was way too long for one thing. I do applaud James Cameron for target marketing this film toward the right audience i.e. the teenage/younger crowd which is where it made its money. That of course IS the bottom line. This film probably isn't even the best one about the tragic event. Years from now people may view this movie and say ""How did this win the Academy Award for Best Picture that year?""</div>",Negative
231,"<div class=""text show-more__control"">Yes it does entertain, and doesn't feel like 3 hours plus. However this film is pretty poor. Some of the lines like ""that Picasso will never amount to anything"", and ""i'm so lucky to be on the Titanic"" are crass beyond belief. Billy Zane is like a baddie out of a bad episode of Scooby-Doo. Why didn't the salvage crew tell the old dear to get on with it, and just tell them where the necklace was? Script over special effects please.</div>",Negative
232,"<div class=""text show-more__control"">Until ""Titanic"", Kate Winslet and Leo DiCapprio had been the most gifted young actors of their generation, both capable of quite extraordinarily profound insights into the human soul, given their tender years. In James Cameron's Oscar-winning film, they constitute one of the most attractive couples in movie history. And so they became world superstars. But as I see it, they deserve their fame. It is a tragic thing to see acting greatness remain more or less unsung, or underrated. And in ""Titanic"" Kate Winslet supplies a magnetic and powerful performance. Moreover, The scenes depicting the sinking of the ship are thrilling to behold. ""Titanic"" is in short a fine film, which made megastars out of two magnificent young artists, a compromise between artistic integrity and commercial clout.</div>",Negative
233,"<div class=""text show-more__control"">Rich girl falls in love with poor boy, much to the dismay of her mother and fiance.  Hasn't this been done before?  Hasn't it been done better?  Hasn't it been done with dialog that is above the 3rd grade level?  The last hour was very exciting, but the first two were dull and predictable.</div>",Negative
234,"<div class=""text show-more__control"">How on earth could this movie have won an Oscar for best film? The string ensemble continuing to play as the ship was sinking was straight out of Monty Python. There was no sense of terror as the ship began to flood. Instead you sat back and admired the clever way the director filmed the ship filling up with water - how it burst through ceilings and doors and whooshed its way along the corridors. Surely we were meant to feel for the poor panic-stricken passengers?- the director obviously didn't.<br/><br/>As for the romance between Leo and Kate - they have to be one of the most mismatched couples in movie history. It might have had a big budget but this has to be one of the poorest ever movies to win an Oscar - what was the Academy thinking of?</div>",Negative
235,"<div class=""text show-more__control"">This film must only appeal to a person with the mentality of someone who has gone as far as the 8th grade.  If you want to see real film watch Shawshank Redemption or the Godfather.  The dialogue in this film is an insult to anyone's intelligence who has went past high school education-wise.  The most terrible line in the film?  ""Jack I'm flying!!!""  I felt like saying great keep flying off of the bow of this ship so this movie will end, you obese sow.  This movie was very painful.  By the way, this film was and is not ""awesome"" or ""way cool"" as some have stated.  The approving comments below and their lack of grammatical accuracy, just proves that people who like this film are trailer trash who do not have a good grasp on the king's English.</div>",Negative
236,"<div class=""text show-more__control"">Titanic Review: Titanic was written so poorly by James Cameron, that it felt like a comedy. I don;t want to be rude or anything, but it was just so horribly written that I couldn't anything in it seriously. Including the sinking, and I might have bin laughing. Don't take me for a nasty person, it's James Cameron's fault. One part that really annoyed me was the fact that Cameron tried to makes us cry and be dramatic by sticking a dead baby in the water. It made me say, ""What are you trying to do James?"". I mean, he was purposely trying to be dramatic and when you do that, it fails. It failed for me. It was just a dumb thing to do and I really thought it was a horrible movie. If you think the screenplay in this movie was good, then you really need a doctor.</div>",Negative
237,"<div class=""text show-more__control"">Make no mistake, I think James Cameron is a great filmmaker. Anybody who can make Aliens and The Terminator is ok in my book. But to say Titanic is a great movie is overstepping the line. The effects were awesome and the attention to detail was great but the story was nothing but All My Children on a cruise ship. If I said it once, I'll say it a thousand times more. Boogie Nights was the best movie of 97, not Titanic.</div>",Negative
238,"<div class=""text show-more__control"">Couldn't help but notice the number of posters that feel criticizing the movie-in any way-lumps you into a group of social misfits described as 'haters'. I thought the movie was fairly entertaining with outstanding special effects, but had a large problem with the lack of realism, especially ironic as Cameron 'got' most of the details correctly.<br/><br/>The 'love story' was patently ludicrous, but probably the thing that drove the numbers at the box office, the treatment of historical figures like 'Molly' Brown-for example-was appalling, dripping with misogyny.<br/><br/>With a little more even handed treatment the movie could have been outstanding and compelling to the degree that it actually deserved the Oscars it won that year, and still included a plausible romantic plot.</div>",Negative
239,"<div class=""text show-more__control"">The ultimate in awful blockbusters Titanic is a long , dull and slow-paced mess. The romantic relationship between the two leads is an obvious take on films like the African Queen however it comes across as terribly cliché making the audience cringe instead of cry although a few friends of mine did cry because of how awful they thought the film was. when we finally get to the sinking of the titanic we expect a spectacle we will never forget. The effect is good but it still doesn't make the audience sit on the edge of their seats. The acting is dry, lacking any charisma and the result is like watching William Shatner for a few hours. Titanic really does not deserve the 11 academy awards it ""won""(clearly it was nominated by a group of shallow and insecure teenage girls).So far the only film that deserved that amount was Ben-Hur.</div>",Negative
240,"<div class=""text show-more__control"">I avoided watching this movie for years and years, despite the entreaties of friends who insisted I would love it. Finally, many years after this was released, I capitulated and watched it with a friend. It was as bad as I had suspected. Overrated, predictable, overly sentimental and dull. I can't work out why so many people love it. It's a Hallmark movie on steroids.</div>",Negative
241,"<div class=""text show-more__control"">Titanic was one of the movies we walk into and know the basic outline of the plot before even taking our seat and watching the lights dim.  The Titanic is a legend, and it was an interesting idea to make a movie out of the true drama it was.  However, the poignant relationship between Jack and Rose failed to faze me at all; the whole ironic situation at the end affected me little.  I couldn't really empathize with such sappiness; I felt like the characters and even the whole 'tough love' story were unnecessarily cliche. Also, it took WAY too long.  Over an hour could have been cut while still making the point.  However, I think the scene with the musicians, and the scene with Andrew staring at his clock were quite sad and well-made; the rest of it is probably not worth the $2.00 rental fee.</div>",Negative
242,"<div class=""text show-more__control"">""Titanic"" is an average film at its best.  But certainly it is the most overrated movie in history.<br/><br/>OK, the visuals were great, and the last hour was exciting.  But the first two hours were nothing more than a routine, predictable love story that has been done over and over again.  Were you able to tell which characters would live and which would die the moment you first saw them enter the story?  If not, then you've only seen two or three movies in your entire life!<br/><br/>And that dialog!  Ugg!<br/><br/>Get to the theater late for this one.  Catch the last hour only.</div>",Negative
243,"<div class=""text show-more__control"">The special effects are of course ground breaking and the main redeeming feature of this overblown epic.  Unfortunately the plot and the dialogue are immensely disappointing and cause one to twitch and turn away.  Motion sickness bags should have been provided.  Would it not have been so much better if the protagonists had been a little less black and white.  Then a masterpiece could have been built on that wonderful background of one of the most compelling tragedies of the 20th century.</div>",Negative
244,"<div class=""text show-more__control"">This film was alright and nothing more.  Granted, the effects were fantastic but that doesn't mean a lot.  The story was tired and not exactly original. What's worse is that Leonardo DiCaprio used to be excellent (What's Eating Gilbert Grape?) but just phoned in his performance here.</div>",Negative
245,"<div class=""text show-more__control"">It's really nothing special. The first half of the film is incredibly dull and when the ship finally sinks, that really doesn't do anything for me either. It's a great performance by Leonardo and it's a shame he didn't get a nomination because that's the one this film truly deserved. Sure, the special effects were impressive but so were the effects in Predator. <br/><br/>AND, James Cameron once wrote a letter to the L.A. Times TELLING them to fire their film critic because he didn't like TItanic -- that's reason enough to hate him and this movie.</div>",Negative
246,"<div class=""text show-more__control"">Only the effects redeem this film. From the ultra-quashy, and sickly love story, to the shameless stealing of countless scenes from the vastly superior British film, ""A Night to Remember,"" this film is a disgrace. What was James Cameron thinking? Pish-posh... Perhaps if they re-released an edited version, with the love story cut out, and the stolen scenes removed, it could be a good film. For anyone who likes this film, I urge you to see ""A Night to Remember."" (1958) It's listed here on IMDb. Check it out.</div>",Negative
247,"<div class=""text show-more__control"">Is an overlong, occasionally entertaining, yarn which doesn't stand up to close scrutiny. Excellent special effects alone don't make a classic. You need good scripting and acting too. This is one of those films where you wish the dollars / pounds had not all been thrown at computer animation. It could have been so much better.</div>",Negative
