,Reviews,Sentiment
249,"<div class=""text show-more__control"">While lamenting that the film reflects the cruel social situation we are in, let's also think about how to solve the social problems such as the gap between the rich and the poor. Perhaps when the production of this exploitative capitalist system changes and disappears, it will usher in a fairer society!</div>",Positive
250,"<div class=""text show-more__control"">The twists and turns to the last minute! An accurate depiction of people's characters with all the good and evil and the sense of survival. I was absolutely taken by surprise and my stomach got turned toward the end, but all part of a very realistic storyline. Definitely worth watching. I will do so again once the effect of the first time-round has subsided. Brilliant work.</div>",Positive
251,"<div class=""text show-more__control"">Bathing in the sun in the courtyard can evolve into an adult, and breathing the air in the darkroom will only lead to flesh and blood. Holding the stone of poverty can not be sold for life, and the smell of cheap can never be eliminated. Bedbugs curled up underground, using potions to open windows to sterilize themselves; hosts on high, using money to hire people to sterilize themselves. The rich suck the blood of the poor and rise, the poor live in the rich man's house, the ghosts share food in the same room, and the worms parasitize and develop enmity.</div>",Positive
252,"<div class=""text show-more__control"">If you're a film junkie like myself then you'll appreciate the time and effort that Bong Joon Ho and everyone else put in to make this happen.<br/><br/>I enjoyed it. Not my place to say where it could have been improved. It is what it is.<br/><br/>Thank you.</div>",Positive
253,"<div class=""text show-more__control"">I was told before that this movie will surprise me with things i may expect. So even with this information i was totally stunned in some scenes. It's going more and more wired but you can't stop watching.<br/><br/>First it's all about the poor and the rich. You can feel this huge gap between the families but this movie is so much more than that. Don't think to much, enjoy the ride and pls don't watch it with your kids!<br/><br/>Cheers
Fletcher</div>",Positive
254,"<div class=""text show-more__control"">Satisfying and unexpected unfolding of plot.
Put you through different emotional states during its runtime
Despite of conflict in mind about actors and villain, all characters are equally valuable. You will care for each of them.
It almost covers all of the genre</div>",Positive
255,"<div class=""text show-more__control"">Expertly crafted, brilliantly acted, and inspiringly original, Parasite brings Bong joon-ho, Korean class disparity(which can be a little heavy handed sometimes), and international film to the main stage. Every setup, every edit, is perfectly edited to establish a whirlwind of internal emotion.A flawless masterpiece from South Korea! Highly recommended! My rating: 9/10</div>",Positive
256,"<div class=""text show-more__control"">While I myself did not love this movie like other people I have to say this film is so smart on so many levels. It is beyond anything I may ever be able to do. While I may have not loved it liked some other people I still think this is truly one of the greatest movies of the year. 9/10</div>",Positive
257,"<div class=""text show-more__control"">You really can't ask for more from a movie. Bong Joon Ho tackles inequality with a wonderfully strange concept that unfurls like an onion, becoming stranger and more duplicitous as you reach the core of his ideas--never polemical--not that this reviewer is troubled by polemics--Parasite maintains tension with his usual spiking of lacerating humor. The weird core, the subbasement of the film, reveals itself with creeping vigor. Love.</div>",Positive
258,"<div class=""text show-more__control"">Parasite is an instant all time classic. Like ""Breaking Bad"" it is pretty much perfect in every way...script, casting, lighting, locations, makeup and hair, music. Will be all all time great lists for years to come. Most important, a movie like this helps the world get over itself as far as fear of subtitles is concerned. Think of the GREAT movies that will be opened up for the great American movie-loving public once they learn to tolerate subs! Perfect movie-making, it's a rare treat...enjoy!</div>",Positive
259,"<div class=""text show-more__control"">I love how everything changes in this film. I won't spoil anything from parasites because everyone has to see it. The way the poor family infiltrates the big but still vulnerable family is fantastic. The spectacle is great and the plot twist in the middle and at the end is just one word to describe WOW</div>",Positive
260,"<div class=""text show-more__control"">This movie shocked you Avery moment. Story is very power full.</div>",Positive
261,"<div class=""text show-more__control"">Although the poor family is poor, the family enjoys it! The relationship between the adults of the rich family and the children is very tense. The son is pretending to be stupid. The parents are difficult to control (although they are frightened on their birthday). The daughter is not valued at home. From the scene design of the noodles, the daughter is at home. Status! Bong Joon-ho is a genius, since childhood, he reflects the contradictions of various classes in Korea (including family conflicts)! As long as you look a few more times, you can find more details every time, and the response is very reasonable!</div>",Positive
262,"<div class=""text show-more__control"">It's an awesome movie which shows the standing and needs of a family in society which they might do anything to obtain</div>",Positive
263,"<div class=""text show-more__control"">The beginning of the movie is so fictional and if you keep watching you don't regret.</div>",Positive
264,"<div class=""text show-more__control"">Masterpiece across all human emotions,
Insightful at every level</div>",Positive
265,"<div class=""text show-more__control"">Beautifully written and very masterfully crafted, definitely one of the best Korean movie of this year</div>",Positive
266,"<div class=""text show-more__control"">From smart comedy to a violent drama in the best way I ever seen, from now on I will start taking Korean movies as serious as I ever did before, there is no way you gonna hate this peace of art</div>",Positive
267,"<div class=""text show-more__control"">They way the story runs it catches your attention more and more.</div>",Positive
268,"<div class=""text show-more__control"">The film is perfect especially I checked twice the sence which the rain destroy the Home of Poor family and they did not have any place to go but in the Other hand for rich people the rain just make the weather better and the day after rain when Rich mother go to the city with poor driver she said : it is just blue Sky after rain night . the camera show a shot in Poor driver eyes who lost all his house because of the rain.
all people who involve making this movie ... thank you
we are waiting for another movie from you</div>",Positive
269,"<div class=""text show-more__control"">Damnation on poverty, damnation on class differences, damnation on worldly regret, is money really the standard of human superiority !!! Is it true that the poor man has no religion and does not know God? And does the poor have no mercy on the poor ?! Is the poor more guilty? What a movie I really enjoyed, it was full of concepts, thanks to good South Korean cinema and congratulations</div>",Positive
270,"<div class=""text show-more__control"">#Parasite #KoreanMovie #SouthKorea #Drama #Thriller #Mystery #DarkComedy #JoonHoBong #JinWonHan #KangHoSong #SunKyunLee #WooSikChoi #Iamnrdurjoy<br/><br/>My Personal Rating is 9⭐ out of 10⭐<br/><br/>Plot:
This is the story about the fall of excessive greed and arrogance of two different class family.In this film you will find how an unknown family tricked a wealthy family and entered into their life what caused great loss of them.<br/><br/>A Masterpiece Dark Comedy Thriller Mystery Drama.</div>",Positive
271,"<div class=""text show-more__control"">Superb mix of comedy and tragedy, happiness, sadness, joy and sympathy. Serious theme in a very exciting and refreshing way. Well done.</div>",Positive
272,"<div class=""text show-more__control"">I thoroughly enjoyed seeing this movie on the big screen!<br/><br/>The suspense of an entire family trying to weasel their way into service of a rich family is just the top layer of this movie about life choices, social class and the depths of what you're willing to do for your family.</div>",Positive
273,"<div class=""text show-more__control"">I must say this movie is so good. It make you laugh and then cry. Being an indian i watched this movie with the english subtitle. I love it !!!!!!</div>",Positive
274,"<div class=""text show-more__control"">Parasite is my second korean movie after oldboy and i have fallen in love with this country.parasite is the kind of moveis you will never forget the soundtrack , the cenimatography all amazing.</div>",Positive
275,"<div class=""text show-more__control"">I am shocked! Really wonderful film and it is not american. Thank you, Korea, but the ending was meh, that's why i give 9 stars.</div>",Positive
276,"<div class=""text show-more__control"">This film tell us about movie is not about budget, but we (filmmaker) can run with idea</div>",Positive
277,"<div class=""text show-more__control"">Le film commence pour la comédie, tout d'un coup Pour la tragédie et terminé de manière romantique.</div>",Positive
278,"<div class=""text show-more__control"">Last year we had Shoplifters which gave us a taste of how Japanese capitalism looks like, this year we have Parasite to show what South Korean upper class smugness looks like. Its a well deserved Palme D'or winner and potentially the first Korean film to taste Oscar glory this year.</div>",Positive
279,"<div class=""text show-more__control"">Complicated but beautifully told movie. The struggle for getting a better life for the Kim's (Parasite) family is shown strongly in this movie. Very very good movie. When will Indonesia could make such a movie.</div>",Positive
280,"<div class=""text show-more__control"">Parasite is undoubtedly the best film of this year. It's very well directed with a engaging background score, captivating screenplay and stunning cinematography.<br/><br/>The film flows through multiple genres from comedy and drama in first half to horror and thriller in second.<br/><br/>Story revolves around a impoverished household trying to procure jobs in a wealthy family using unscrupulous methods. Bong-joon-ho deals with more than one philosophical arguments throughout the movie but never loses his focus of the central plot.<br/><br/>With masterful direction of Bong-joon-ho, film was able to smoothly transition from a tone of comedy to tragedy effortlessly. Parasite might be his best work to date.</div>",Positive
281,"<div class=""text show-more__control"">Parasite was such a mesmerizing piece of film. It's storytelling was weird, absurd, unexpected and somehow came together really nicely. It's hard to describe this piece due to how many genre's of film it covers, but throughout the film I've felt like there were multiple layers of metaphors that I was missing. It's not your typical film, that's for sure. All I can say is that you should go in blind, it's worth it.</div>",Positive
282,"<div class=""text show-more__control"">""Parasite"" directed by Bong Joon Ho is a fine film about one horrible family taking horrendous advantage of the wealthy Park family, and a strong message to our global culture.<br/><br/>I was deeply impressed by this gem of a film, which only strengthens the creative vision of Bong, as well as the fascinating cinema of South Korea.<br/><br/>Fantastic direction - Bong Joon Ho is a master at building suspense from simple scenes and shots. Formidable cinematography. A sovereign effort in production design. Deliberate and effective pacing throughout. Taking all this together with a very interesting script and characters, and an excellent film is realised.<br/><br/>Highly recommendable.</div>",Positive
283,"<div class=""text show-more__control"">I really appreciated the film. The director was subtle but his end result was strong and intense. It made me very uncomfortable. I probably would not watch it again, but it is worth watching. Acting was without a doubt great.</div>",Positive
284,"<div class=""text show-more__control"">Just as a flatworm or a tapeworm enters the human body unnoticed, stay in the stomach and starts multiplying to damage the human internal system, a poor family becomes a parasite to a rich peaceful family.<br/><br/>The concept of humans being parasites is superbly told through incredible cinematography, editing and background score.</div>",Positive
285,"<div class=""text show-more__control"">Parasite deliveries a flaky experience of black comedy suspense bound on the perspective between upper and low-class families.<br/><br/>Characteristic direction of the story flow is enough to generate a cult following. Cinematographed well of Kim Ki Taek and his family's situation in details.<br/><br/>The unusual blockbuster film that rarely see in the commercial theatre.</div>",Positive
286,"<div class=""text show-more__control"">Wow... This movie was a masterpiece. Acts, scenes, music, shocking accidents and specially difference between poor people and rich... I always remember this movie. It made me to think about Shop Lifters movie. Thank u all agents. Remarkable movie 👌</div>",Positive
287,"<div class=""text show-more__control"">The sudden uproar at the 95th minute of Parasite, a poignant story about a poor family of four living it up through unfair and illicit means and invisibly enjoying the riches of an affluent family of four living in a tony neighborhood, made me stop sipping from my cup of hot water and stare at it, thinking how can a bunch of people create such a moving film that does not stop at one or two messages but delivers this funny yet sad thing called life in its entirety. TN.</div>",Positive
288,"<div class=""text show-more__control"">Technically the movie sector is a way of entertainment, and Parasite is a really good example for it.
The film has everything! Thrilling adventure, a family drama, dark humor and twisting scenes. In the middle of the movie everything twists and chains you in your chair. Joon-ho Bong put up a really good job. Directed really good. The casting was really good, with the well-played actings and good directing the characters reflected their emotional conditions very good.
The one con i can point out about the film is the slightly weak ending. It could've been more emotional, tragedian and exiting.
Over all its a really fun movie to watch, infect the best one recently. These kind of movies don't come often.</div>",Positive
289,"<div class=""text show-more__control"">The Screenplay is soooo good.
Joon-ho Bong is one of my favorite Directors working right now.
An unordinary story which takes you on a journey where you never know where you end up.<br/><br/>Somehow South Korea produces so many quality movie its unreal.<br/><br/>Great movie, the less you know, the better.<br/><br/>And watch Memories of Murder too, imo his best work ;)</div>",Positive
290,"<div class=""text show-more__control"">I promise myself i wont get one myself when i'm older, for a good reason.<br/><br/>Yes, One might argue there are plausible plot-holes, still the movie is easily one of the best thriller this year.</div>",Positive
291,"<div class=""text show-more__control"">This was simply amazing and has raised the bar unfortunately for all future movies I watch.</div>",Positive
292,"<div class=""text show-more__control"">Really mundane and heartfelt until it's not! Exhilarating, edge of your seat thriller!</div>",Positive
293,"<div class=""text show-more__control"">I watched this film not expecting much but the way it developed a sense of dread and anxiety crept in.
The film masterfully builds up and quietly holds the underlying tension and by the end it explodes in everyone's face leaving you gasping for air having held it for a longest time wondering what will happen next.
I eventually realized I was watching a subversive horror flick set in a beautiful house with secrets between the walls and what desperation can achieve when unhinged.
And my mind was blown when the third act went bongkers haha.
I watched this film 3 weeks ago. And still trying to figure out what it all meant.
Don't miss it.</div>",Positive
294,"<div class=""text show-more__control"">My first Korean movie in US theater!!! Great script &amp; surprise storyline and funny too. Very entertaining! Even though I am not familiar with any of the actors but they did a wonderful job to keep me engaged to the movie. No wonder this movie won many awards!!</div>",Positive
295,"<div class=""text show-more__control"">""Parasite"" Directed by Bong Joon Ho, maker of critically acclaimed movies ""Memories of Murder"", ""The Host"" and ""Snowpiercer"", is a superbly crafted and a masters work who is in full command of his craft and so confident in his filmmaking that it doesnot hold anything back. It is
socially relevant and totally unique and original blend of horror, comedy and thriller.</div>",Positive
296,"<div class=""text show-more__control"">Holy crap this movie was fantastic I've never been so invested in a foreign film before. Go see this immediately.</div>",Positive
297,"<div class=""text show-more__control"">A parasite is a metaphor for a human who uses another human for their personal gains.<br/><br/>From that point of view, not only the poor are the parasites of the riches, the riches in some way are the parasites of the poor.<br/><br/>My advise: Go blind. Enjoy the ride.</div>",Positive
298,"<div class=""text show-more__control"">This is one of those films that will throw you off if you watch the trailer, but that is a good thing. It keeps your attention from the first to the last shot. Very dark comedy extremely well executed.</div>",Positive
299,"<div class=""text show-more__control"">Perfect script , Ph of the gods , and the direction is is a work of art that combines with the palate of colors that create a great atmosphere.
The soundtrack is normal and the characters are great.</div>",Positive
300,"<div class=""text show-more__control"">I don't want to say too much to give away the plot, but suffice it to say that I have seen lots of films and this one had me at the edge of my seat with my jaw on the floor for most of the movie! I hope you get to see it</div>",Positive
301,"<div class=""text show-more__control"">This is without a doubt one of the best movies I saw in 2019. The story is so original, it's funny, it's strange, but it could really happen.</div>",Positive
302,"<div class=""text show-more__control"">What a creative film!
I find Parasite as a wonderfully written story with amazing sequences of suspense mixed with a very well added comedy.
What an overwhelmingly finale!, this may be one of the best movies of the year that i've seen by far.</div>",Positive
303,"<div class=""text show-more__control"">It did start off a little slow (or maybe it was me getting used to watching a movie with subtitles for once) and I had no idea what to expect from this movie. But man I did not expect the direction this movie takes at many moments. I found myself jaw dropping, laughing and over all just adoring the choises that were made during the production of this masterpiece.</div>",Positive
304,"<div class=""text show-more__control"">Just watch the movie. trust me. A truly Masterpiece from Bong Joon Ho.</div>",Positive
305,"<div class=""text show-more__control"">Despite the fact that at first glance the film seems quite simple, drawing the viewer's interest and slowly moving to mostly comedic elements, after the first hour the situation changes fundamentally.<br/><br/>We get to know better both of the families and it becomes clear that there are no characters to root for, no ""good guys"" of the story. The film focuses on ""crossing the line"" which has multiple meanings and is manifested in different ways during the viewing.<br/><br/>I don't want to spoil anything, so I definitely recommend watching this closely and then re-visiting this film after some time since it has a lot of brain fuel to keep you busy thinking about it.</div>",Positive
306,"<div class=""text show-more__control"">Parasite is an amazing film which depicts social disparity in Korea with an incredible sarcastic tone. It brings forward the idea of the American Dream on a surreal atnosphere, with one of the most effective twists in cinema this year. Having the rock serve as a metaphor to the plot itself and how it progresses was a very smart choice by Joon Ho.
9.5/10, favourite scenes: The peach sequence, The opening scene and the scene with the twist.</div>",Positive
307,"<div class=""text show-more__control"">Parasite is an awesome movie. I would totally give full 10 star, but towards the end it starts to be a bit overescalated and in genreal, I didn't like the end of the movie...<br/><br/>I was not sure who actually the parasite was, the family, or just the guy in the cellar? Who was actually supposed to be the hero, bad and good guy in the movie? somehow I feel the movie tries to make me like the family and forget that they are actually the bad-ass...</div>",Positive
308,"<div class=""text show-more__control"">Saw ""Parasite"" yet again and was once again entranced by the movie's brutal depiction of the ramifications of being vulnerable. But vulnerability is inevitable and everybody is dispensable. ""Parasite"" is an allegorical masterpiece and is certainly worth all the hype it has generated over the last few months. I'd highly recommend everyone to see this film and if possible, even sample the Black &amp; White cut of the film. I haven't seen the B&amp;W cut myself but the director says the societal fractures that are depicted in the film are even more evident in the B&amp;W cut. Kudos to Bong-Joon Ho and his team for conjuring up this splendidly bitter tonic. If you have seen and loved ""Parasite"", watch Jordan Peele's ""Us"".</div>",Positive
309,"<div class=""text show-more__control"">A very nice plot with lovely actors and an unexpected twist.</div>",Positive
310,"<div class=""text show-more__control"">Best storyline I have seen in a long time. Great acting. Would definitely recommend seeing.</div>",Positive
311,"<div class=""text show-more__control"">It's rare to experience stories like this... it really drags you in. I'm surprised, throughout the film, you start to expect what will be next, but it has great twists that wash your expectations out of the ocean.</div>",Positive
312,"<div class=""text show-more__control"">I had high expectations for this movie, considering it won best picture at Cannes this past year, and it exceeded them. It's a film with thoughtful socioeconomic commentary, as well as an examination of nihilism through the lens of a struggling family. Drawing on the stark lifestyle differences of an upper class Korean family, and another family that is barely making ends meet folding pizza boxes, the audience is able to visualize what a family will do to improve their current financial situation.
Without giving away any spoilers, the movie is packed with hilariously sharp moments, and as an American seeing this movie reading the subtitles may have helped those moments shine even brighter. The intertwining of suspense, humor, and social commentary makes it hard not to be reminded of Jordan Peele's ""Get Out,"" so it's a blast to see it in theaters. At a time when originality is lacking at every corner, ""Parasite"" comes through in nearly every way and should be a lock for best foreign film of the year. I wouldn't be surprised if it generated some best picture buzz as well. Great movie!</div>",Positive
313,"<div class=""text show-more__control"">Parasite doesn't give a s... about following rules, sticking to the plan or pleasing the viewer
The storyline is thoroughly thought, the characters deeply developed and the element of surprise is constantly around the corner during the second half of the movie. One of the best movies i ve ever seen</div>",Positive
314,"<div class=""text show-more__control"">I feel like I've said this a lot this year, but no matter the quality of the finished product, if I can confidently walk out of the theater and feel genuinely thrilled that I experienced that film in a theater, it's an achievement on its own. In today's ever changing streaming world, it's important to keep the theater experience alive. Parasite does that immensely well. Captivating, thought-provoking, unsettling, but above all entertaining, Parasite is one of the most unique films of the year. Much like Get Out a few Oscar seasons ago, Parasite manages to reach a wide audience with its shocking direction, while also broadening the scope of your brain through its incredible intelligence in storytelling. I'm not completely sure how I feel about the last 20 minutes, otherwise this could be flirting with a 10/10.<br/><br/>9.1/10</div>",Positive
315,"<div class=""text show-more__control"">Perfect in everything it does, except in focusing on what divides humans rather than what unites us</div>",Positive
316,"<div class=""text show-more__control"">Amazing movie with a great story. Actors do the good work. Screenplay and Direction got highest marks. Music is cool and thrilling. Atleast one time watch.</div>",Positive
317,"<div class=""text show-more__control"">Without spoiling anything, I'll say that this movie cannot just be watched. It has to be felt. The characters are all relatable in a very discomforting way, which is what makes this movie so intensely sad and beautiful. A great peek into an economic struggles that is often left unseen but might now be more relevant than ever.</div>",Positive
318,"<div class=""text show-more__control"">I admit I wouldn't have gone to see a subtitled movie if it hadn't won Best Picture. Don't normally enjoy reading movies. This movie was worth it! Got drawn in immediately with the characters and stayed enrapt as the plot developed. No dull moments for sure. Did make me think about class and how the haves and the have nots lead parallel lives, with the haves not really ""getting"" the have nots. Loved this movie!</div>",Positive
319,"<div class=""text show-more__control"">Parasite first don't expect something beyond your thinking (Connection between human and money) this is top in drama category, Oscars Worthy? Hmm yes it is, what i liked most directing and screen play is no doubt amazing especially the script that doesn't lose it's value the original script that doesn't fill any senseless scenes of the movie and doesn't leave any real plot holes, showing the prespective from three different familys having an exciting, emotional, and unexpected series of events from the three sides, surprising ending delivers the plot twist but what i was expecting from what i heard never reached the shocking moment that i was waiting for something much more than what itself is but it just delivers the conclusion of the sensitive story an ending with a point that leaves the viewer with sad feelings, wonderful scenes so much detail is given to every scenes, if you like drama you will truly enjoy this it will always be top in my recommendation for drama category, every aspect of it is given the performance of a premium movie, highly recommended for drama fans, 9/10⭐</div>",Positive
320,"<div class=""text show-more__control"">If you liked Three Billboards Outside Ebbing Missouri, then you'll definitely enjoy this South Korean masterpiece. (Note Mr Trump: in Korean with subtitles, but easy to follow subtitles!)
I don't want to add any spoilers, so I'm restricting my comments.
This is a story of a poor, struggling clever family that manage to inveigle their way into a wealthy family's life. The plot goes well until...</div>",Positive
321,"<div class=""text show-more__control"">The film Parasite follows the story of a South Korean family living day to day in desperate measures to find steady work but by sheer luck and manipulative tactics they are able to find work with a family who are living their dream life of riches. This Tragicomedy captivates you till the very end and that's a rarity in today's era without the blinding use of CGI and fast paced super hero movies. I thought maybe the Oscars were hyping this movie up but it truly deserved all the awards it got and shows true craftsmanship in its screenplay, cinematography, character development, acting, and so much more.</div>",Positive
322,"<div class=""text show-more__control"">This is one of those movies that after watching you have to step back for a second and breathe. Amazing. Great acting, directing, and genius writing. Beautiful set design and a perfect score. And that peach montage I mean, just watch this movie. If I have one complaint the ending could've been a little tighter, but it's a minor issue. Incredible, deserved every award.</div>",Positive
323,"<div class=""text show-more__control"">After only 5 minutes of watching this film you will be fully immersed into an unknown world (at least for outsiders of korean life) and thrown into a tale full of intrigue, wit, laughter and shock. All of this backed up with a smart plot and story twists at every turn ensuring the audience is kept on their toes at all time.<br/><br/>There may be only but a few grey areas of the story that you feel a loss of understanding but that feeling quickly subsides as the next page of the story quickly unfolds.<br/><br/>Great director and great film 9/10</div>",Positive
324,"<div class=""text show-more__control"">At the beginning, I actually didn't want to watch it because of its language. Korean language's phonetics is not good for me. However, it won lots of Oscars, so I decided to watch, and I watched. I'm saying I watched fortunately it. It deserved all the Oscars that it won. The scenes, actors and actresses were awesome, and of course the director... As a result, you should watch it. Do not be prejudiced like me!</div>",Positive
325,"<div class=""text show-more__control"">This movie is really great korean movie with great cast and just idea for this movie is unique and it is one of best foreign movies out there</div>",Positive
326,"<div class=""text show-more__control"">Boon Jong ho's parasite is a slow burner 2hr film telling a story about two families (actually3) whose lives gets entangled within a house. Although the last half hour movie do make out of the lost time initially where the story takes some time for the build up.
The mansion has a special eerie feel throughout the film and you will know why it feels like that later on. The background score supports the eerieness. I watched the film in Korean language using eng subtitles edited by a Korean guy who knew only handful of English. So there were scenes where I had to literally assume what had happened by looking at the frame alone.
Overall you won't regret watching parasite ,infact it's a must watch for people who likes seeing unpredictable films</div>",Positive
327,"<div class=""text show-more__control"">Theme is nothing new, a topic of gap between rich and poor ones, which an social issue we hear everyday. But on top of the theme, the story aims at showing the dark side of the human being, no matter poor or rich are also dark. I like the every single little details described such as the master annoyed by the smell of driver. It's so vivid. The story end well without too much fuzzy parts. The director nail it by showing a serious theme but in an very entertaining way. Awesome movie!</div>",Positive
328,"<div class=""text show-more__control"">Dark comedy with a very natural plot. Somehow all the fraud shown could happen in real life.
What gets me is my culture has certain similarity with Korean, perhaps it is asian curse.
Actors are so deep in their roles. And well done directed. I even could sense the body scent issue, frowned at the social gap, the misery of faking our real life for others in the name of greater good.
God, I laughed and swore at same time.
100% recommend this movie to all my friends.</div>",Positive
329,"<div class=""text show-more__control"">Just watch it people !! I assure you won't regret it. I love it how the film can move you from one state of emotion to another in just a blink of an eye. I laughed, shocked, confused altogether but I enjoyed it. I'm so thrilled watching this. I kinda wanna watch it again while it still in theater.</div>",Positive
330,"<div class=""text show-more__control"">Parasite is just like that worm in the film you'll notice later in the film when.</div>",Positive
331,"<div class=""text show-more__control"">For me, Oldboy is still the best South-Korean movie, but this movie shows us that not only movies from the 'west' are worth to watch. Wow what a movie is this one. A good storyline, great acting, a scene which tarantino would be proud of and a clear and good message! Well done!</div>",Positive
332,"<div class=""text show-more__control"">Parasite is very well written and filmed, having many twists and scenes that leave you in complete shock wondering how someone managed to think about it, Bong Joon-Ho film has several genres within it, it goes through a very sarcastic comedy, for a terror, with a lot of suspense and tension involved, still being able to deal with social drama. This movie is stunning and completamente amazing, You need to watch at least two times to get all the inside things that this movie brings
It is so interesting when someone it is able to do something knew and stand out this days, with the internet it seems like everything has already been done, and this movie was definitely something knew, the way they told the story and the shoots made watch the film much more unic.
Beside all the action that this movie brings they also made a criticism about the differents classes, showing us the upper class and the lower one, how maybe a raining day was good and calm for you, but for others could be the complete opposite.</div>",Positive
333,"<div class=""text show-more__control"">Parasite includes drama, mystery, comedy, romance, thriller and a few more genre, which makes it so multilateral, that everyone will find his part. Some people say it could be compared to the ""american dream"", which isn't wrong, because a lot is about raising money and work hard to get into a college. But this is not the only background story. The whole movie is filled with metaphors, what makes you thinking over it and realizing parts a few days after you watched it. The pictures and camera angels aren't just good, they also imply a great many symbols, which makes it even more interesting to watch it. Sometimes it was a little too much for me, that's why I gave only nine stars. Anyway, if you want to see a great movie, Parasite is a good choice.</div>",Positive
334,"<div class=""text show-more__control"">That is the song title played at one point
In the movie<br/><br/>Hitchcock Truffoult
Many old school european directors can be seen in there<br/><br/>An extreme real life case scenario
Good acting
Amazingly directed
Great photography
What else to say
Amazing writing
Corean movie makers proof themselves that they can produce amazing movies
To remember Old Boy
And Pandora</div>",Positive
335,"<div class=""text show-more__control"">The greatest thing about this movie is that the rich actually did nothing wrong. The couple loved each other, their children were pleasant, they didn't cheat, they didn't have cold violence, they didn't abuse children, they were generous to drivers and servants, they were really kind and simple, but you just can't help hating them, hating them, hating them.</div>",Positive
336,"<div class=""text show-more__control"">From all Asian countries South Korea is definitely the country that releases the best Asian movies. I've seen plenty of good movies from South Korea but Parasite must be the best one thus far. I was surprised (and not) it won all those Oscars but to be honest Bong Joon Ho deserves those awards. He made quality movies before, like Snowpiercer for instance, so it was only a matter of time before he got recognition. In Gisaengchung (Parasite) the acting is very good, not the typical loudspeaking Korean where it looks like they're always mad at something, so for that alone it's worth watching. The story is catching, well written, and keeps you at the edge of your seat for the entire movie. The difference between the poor and the rich, the envy, the jealousy, the scamming, it's all very entertaining. It never felt like a long movie because it's just well made and it's a refreshing story, not one of those stories that has been done over and over again. I'm glad it won the Oscar for best foreign picture, totally deserved.</div>",Positive
337,"<div class=""text show-more__control"">The movie seems an ordinary story but tells economic and social differences with a fascinating and stunning narrative. Ending is unforgettable while the whole of the movie keeps the audience in a curiosity. Definitely, everyone must watch this movie at least once and think about it.</div>",Positive
338,"<div class=""text show-more__control"">Filled with amazing characters, beautiful cinematography, frightening moments, dark humor, and a timeless social message, Parasite succeeds on all counts.</div>",Positive
339,"<div class=""text show-more__control"">Definitely a movie you cannot judge by just watching it once. During my first watch, I went ""this is an enjoyable movie"" but then--once I got to watch it the next time, I came to see all the metaphorical/visual symbols that Bong Joon Ho ever so masterfully put in the production of the movie. As a Korean speaker, I did not need the subtitles but if you do need them, watching the movie twice (or thrice lol) will help you understand the movie better, because during your first watch, you can focus on the subtitles and during your second, you can pay more attention to all the visual details of the movie. Superb movie</div>",Positive
340,"<div class=""text show-more__control"">4d ago
Its triumph at the Oscars didn't surprise me that much: this movie is simply amazing! You have to watch it at different times in order to get all its cryptic messages. Plot, storytelling, screenplay, shots, and dialogues need to be deeply studied. A flawless masterpiece from South Korea! Highly recommended! My rating 9/10</div>",Positive
341,"<div class=""text show-more__control"">The story looks very simple but it takes you from top level to bottom level in just a minute,so you can have very different feelings at the same time like a real life. WATCH AND SEE !!!</div>",Positive
342,"<div class=""text show-more__control"">Amazing movie i loved it so much i think this movie is revealing for us the other side of movies we don't care about because it is just did not made in Hollywood it is legendary and i think i will remember every detail of it even if i saw one time because simply it is special. Great job.</div>",Positive
343,"<div class=""text show-more__control"">Its hilarious , realistic , thriller , comedy , all in one</div>",Positive
344,"<div class=""text show-more__control"">Parasite is one of the best films in 2019 and the trailer goes in a completely different direction and does not spoil the whole film.</div>",Positive
345,"<div class=""text show-more__control"">A fantastic story and casting. Movie is all about getting job to a family who are in need for their bread and butter . But some circumstances changes and they lost their family members. It will be great to see this movie on big screen.</div>",Positive
346,"<div class=""text show-more__control"">Far from perfect and most certainly flawed in certain aspects of itself, Parasite still never seems to be held back. It's funny, emotional, and suspenseful, all while remaining swift with delightful characters, good storytelling, and good acting.</div>",Positive
347,"<div class=""text show-more__control"">Wow, what a surprise - was not really sure about that kind of Story, but after a lot of good reviews I have to seen it.
Great movie, very good actors!
A kind of movie, in my opinion, didn't existing before!</div>",Positive
348,"<div class=""text show-more__control"">Bathing the sun in the courtyard can evolve into an adult, and breathing the air in the dark room can only walk away like a ghost. Embracing a poor stone will never let go, and the cheap smell will never be eliminated. Bed bugs curled up in the ground, sterilizing themselves by opening windows with medicaments; hosts in high places hire money to disinfect themselves. The rich sucked up the blood of the poor, and the poor lived in the house of the rich. The ghosts and the ghosts shared food in the same room.</div>",Positive
349,"<div class=""text show-more__control"">I saw this on Hulu and I must say this was definitely worthy of all the critical (haven't seen 1917 and loved Once Upon a time in Hollywood and JoJo Rabbit; 2019 was a verynice movie year)/commercial success it has achieved. Most Americans don't bother with foreign language but hopefully this will help to alleviate that. The melding of differing genres kept me intrigued for the duration, definitely worth watching again!</div>",Positive
350,"<div class=""text show-more__control"">Dark, spot-on culturally aware satire, so funny; SO funny!</div>",Positive
351,"<div class=""text show-more__control"">First of all , i Just wanna say that ""Memories of Murder"" is Still My Favorite Joon-ho Bong Film, But that doesn't Make this any less of a masterpiece in my Book, Definitely One of the best films of this decade,what a superb Mix of comedy and tragedy, Happiness and Sadness, joy and sympathy.</div>",Positive
